EK,UK,UUK,Kennzeichen,Klassendefinition,Klassenname,Beispiele,Target
W,WD,WDD,WDD,"Niederspannungsenergieleitobjekt durch ein Gehäuse, eine Wand oder eine Barriere",Niederspannungsdurchführung,,"Niederspannungsenergieleitobjekt durch ein Gehäuse, eine Wand oder eine Barriere"
W,WD,WDD,WDD,"Niederspannungsenergieleitobjekt durch ein Gehäuse, eine Wand oder eine Barriere",Niederspannungsdurchführung,,Niederspannungsdurchführung
W,WE,,WE,Leitobjekt für ein Referenzpotential,Referenzpotential-Leitobjekt,,Referenzpotential-Leitobjekt
W,WE,,WE,Leitobjekt für ein Referenzpotential,Referenzpotential-Leitobjekt,,Leitobjekt für ein Referenzpotential
W,WE,WEA,WEA,Referenzpotential-Leitobjekt für Erde mit Sammelschiene,Erdungsschiene,,Referenzpotential-Leitobjekt für Erde mit Sammelschiene
W,WE,WEA,WEA,Referenzpotential-Leitobjekt für Erde mit Sammelschiene,Erdungsschiene,,Erdungsschiene
W,WE,WEB,WEB,Referenzpotential-Leitobjekt für Erde mit Kabel,Erdungskabel,,Referenzpotential-Leitobjekt für Erde mit Kabel
W,WE,WEB,WEB,Referenzpotential-Leitobjekt für Erde mit Kabel,Erdungskabel,,Erdungskabel
W,WE,WEC,WEC,Referenzpotential-Leitobjekt mit Sammelschiene,Potentialausgleichsschiene,,Referenzpotential-Leitobjekt mit Sammelschiene
W,WE,WEC,WEC,Referenzpotential-Leitobjekt mit Sammelschiene,Potentialausgleichsschiene,,Potentialausgleichsschiene
W,WE,WED,WED,Referenzpotential-Leitobjekt mit Kabel,Potentialausgleichskabel,,Referenzpotential-Leitobjekt mit Kabel
W,WE,WED,WED,Referenzpotential-Leitobjekt mit Kabel,Potentialausgleichskabel,,Potentialausgleichskabel
W,WG,,WG,Leitobjekt für elektrische Signale,Elektrisches Signalleitobjekt,,Leitobjekt für elektrische Signale
W,WG,,WG,Leitobjekt für elektrische Signale,Elektrisches Signalleitobjekt,,Elektrisches Signalleitobjekt
W,WG,WGA,WGA,Elektrisches Signalleitobjekt zum Steuern und Messen,Steuerkabel,,Steuerkabel
W,WG,WGA,WGA,Elektrisches Signalleitobjekt zum Steuern und Messen,Steuerkabel,,Elektrisches Signalleitobjekt zum Steuern und Messen
W,WG,WGB,WGB,Elektrisches Signalleitobjekt zur Datenübertragung,Datenkabel,Datenbus,Elektrisches Signalleitobjekt zur Datenübertragung
W,WG,WGB,WGB,Elektrisches Signalleitobjekt zur Datenübertragung,Datenkabel,Datenbus,Datenkabel
W,WG,WGB,WGB,Elektrisches Signalleitobjekt zur Datenübertragung,Datenkabel,Datenbus,Datenbus
W,WG,WGC,WGC,Elektrisches Signalleitobjekt durch ein Gehäuse oder eine Wand,Durchführung für elektrische Signale,,Elektrisches Signalleitobjekt durch ein Gehäuse oder eine Wand
W,WG,WGC,WGC,Elektrisches Signalleitobjekt durch ein Gehäuse oder eine Wand,Durchführung für elektrische Signale,,Durchführung für elektrische Signale
W,WH,,WH,Leitobjekt für Licht,Lichtleitobjekt,,Leitobjekt für Licht
W,WH,,WH,Leitobjekt für Licht,Lichtleitobjekt,,Lichtleitobjekt
W,WH,WHA,WHA,Lichtleitobjekt zur Signalübertragung,Faseroptisches Kabel,,Lichtleitobjekt zur Signalübertragung
W,WH,WHA,WHA,Lichtleitobjekt zur Signalübertragung,Faseroptisches Kabel,,Faseroptisches Kabel
W,WH,WHB,WHB,Lichtleitobjekt zur Lichtübertragung,Optische Lichtfaser,optischer Lichtleiter,Optische Lichtfaser
W,WH,WHB,WHB,Lichtleitobjekt zur Lichtübertragung,Optische Lichtfaser,optischer Lichtleiter,optischer Lichtleiter
W,WH,WHB,WHB,Lichtleitobjekt zur Lichtübertragung,Optische Lichtfaser,optischer Lichtleiter,Lichtleitobjekt zur Lichtübertragung
W,WH,WHB,WHB,Lichtleitobjekt zur Lichtübertragung,Optische Lichtfaser,optischer Wellenleiter,optischer Wellenleiter
W,WH,WHB,WHB,Lichtleitobjekt zur Lichtübertragung,Optische Lichtfaser,optischer Wellenleiter,Optische Lichtfaser
W,WH,WHB,WHB,Lichtleitobjekt zur Lichtübertragung,Optische Lichtfaser,optischer Wellenleiter,Lichtleitobjekt zur Lichtübertragung
W,WH,WHC,WHC,Lichtleitobjekt zur definierten Lichtbrechung,Linse,,Lichtleitobjekt zur definierten Lichtbrechung
W,WH,WHC,WHC,Lichtleitobjekt zur definierten Lichtbrechung,Linse,,Linse
W,WH,WHD,WHD,Lichtleitobjekt zur definierten Lichtreflexion,Spiegel,Lichtreflektor,Lichtleitobjekt zur definierten Lichtreflexion
W,WH,WHD,WHD,Lichtleitobjekt zur definierten Lichtreflexion,Spiegel,Lichtreflektor,Spiegel
W,WH,WHD,WHD,Lichtleitobjekt zur definierten Lichtreflexion,Spiegel,Lichtreflektor,Lichtreflektor
W,WJ,,WJ,Leitobjekt für Schall,Schallleitobjekt,,Leitobjekt für Schall
W,WJ,,WJ,Leitobjekt für Schall,Schallleitobjekt,,Schallleitobjekt
W,WJ,WJA,WJA,Schallleitobjekt zur Reflexion,Schallreflektor,,Schallleitobjekt zur Reflexion
W,WJ,WJA,WJA,Schallleitobjekt zur Reflexion,Schallreflektor,,Schallreflektor
W,WL,,WL,Leitobjekt von festen Stoffen in offener Umschließung,Feststoff-Leitobjekt,,Feststoff-Leitobjekt
W,WL,,WL,Leitobjekt von festen Stoffen in offener Umschließung,Feststoff-Leitobjekt,,Leitobjekt von festen Stoffen in offener Umschließung
W,WL,WLA,WLA,Feststoff-Leitobjekt zum Rollen,Rollentisch,,Feststoff-Leitobjekt zum Rollen
W,WL,WLA,WLA,Feststoff-Leitobjekt zum Rollen,Rollentisch,,Rollentisch
W,WL,WLB,WLB,Feststoff-Leitobjekt zum Rutschen,Rinne,Rohrkettenförderer,Feststoff-Leitobjekt zum Rutschen
W,WL,WLB,WLB,Feststoff-Leitobjekt zum Rutschen,Rinne,Rohrkettenförderer,Rinne
W,WL,WLB,WLB,Feststoff-Leitobjekt zum Rutschen,Rinne,Rohrkettenförderer,Rohrkettenförderer
W,WL,WLB,WLB,Feststoff-Leitobjekt zum Rutschen,Rinne,geneigte Ebene,Feststoff-Leitobjekt zum Rutschen
W,WL,WLB,WLB,Feststoff-Leitobjekt zum Rutschen,Rinne,geneigte Ebene,Rinne
W,WL,WLB,WLB,Feststoff-Leitobjekt zum Rutschen,Rinne,geneigte Ebene,geneigte Ebene
W,WM,,WM,Leitobjekt für Flüssigkeitsdurchfluss in offener Umschließung,Leitobjekt in offener Umschließung,,Leitobjekt für Flüssigkeitsdurchfluss in offener Umschließung
W,WM,,WM,Leitobjekt für Flüssigkeitsdurchfluss in offener Umschließung,Leitobjekt in offener Umschließung,,Leitobjekt in offener Umschließung
W,WM,WMA,WMA,Leitobjekt in offener Umschließung in einer Schicht,Drainageschicht,Versickerungsschicht,Drainageschicht
W,WM,WMA,WMA,Leitobjekt in offener Umschließung in einer Schicht,Drainageschicht,Versickerungsschicht,Versickerungsschicht
W,WM,WMA,WMA,Leitobjekt in offener Umschließung in einer Schicht,Drainageschicht,Versickerungsschicht,Leitobjekt in offener Umschließung in einer Schicht
W,WM,WMA,WMA,Leitobjekt in offener Umschließung in einer Schicht,Drainageschicht,Belüftungsschicht,Drainageschicht
W,WM,WMA,WMA,Leitobjekt in offener Umschließung in einer Schicht,Drainageschicht,Belüftungsschicht,Belüftungsschicht
W,WM,WMA,WMA,Leitobjekt in offener Umschließung in einer Schicht,Drainageschicht,Belüftungsschicht,Leitobjekt in offener Umschließung in einer Schicht
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Dachrinne,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Dachrinne,Abflussrinne
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Dachrinne,Dachrinne
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Regentraufe,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Regentraufe,Abflussrinne
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Regentraufe,Regentraufe
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Regenrinne,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Regenrinne,Abflussrinne
W,WM,WMB,WMB,Leitobjekt in offener Umschließung für Flüssigkeiten in einem offenen Kanal,Abflussrinne,Regenrinne,Regenrinne
W,WM,WMC,WMC,Leitobjekt in offener Umschließung für Flüssigkeiten und mit offener Oberfläche,Flüssigkeitsablassblech,,Flüssigkeitsablassblech
W,WM,WMC,WMC,Leitobjekt in offener Umschließung für Flüssigkeiten und mit offener Oberfläche,Flüssigkeitsablassblech,,Leitobjekt in offener Umschließung für Flüssigkeiten und mit offener Oberfläche
W,WM,WMD,WMD,Leitobjekt in offener Umschließung für Flüssigkeiten zum Schutz,Wassernase,,Leitobjekt in offener Umschließung für Flüssigkeiten zum Schutz
W,WM,WMD,WMD,Leitobjekt in offener Umschließung für Flüssigkeiten zum Schutz,Wassernase,,Wassernase
W,WM,WME,WME,Leitobjekt in offener Umschließung für Flüssigkeiten und mit Flüssigkeitsablassprofil,Tropfrinne,,Leitobjekt in offener Umschließung für Flüssigkeiten und mit Flüssigkeitsablassprofil
W,WM,WME,WME,Leitobjekt in offener Umschließung für Flüssigkeiten und mit Flüssigkeitsablassprofil,Tropfrinne,,Tropfrinne
W,WM,WMF,WMF,Leitobjekt in offener Umschließung mit perforierter Röhre,Ablassrohr,Belüftungsrohr,Leitobjekt in offener Umschließung mit perforierter Röhre
W,WM,WMF,WMF,Leitobjekt in offener Umschließung mit perforierter Röhre,Ablassrohr,Belüftungsrohr,Ablassrohr
W,WM,WMF,WMF,Leitobjekt in offener Umschließung mit perforierter Röhre,Ablassrohr,Belüftungsrohr,Belüftungsrohr
W,WM,WMF,WMF,Leitobjekt in offener Umschließung mit perforierter Röhre,Ablassrohr,Versickerungsrohr,Leitobjekt in offener Umschließung mit perforierter Röhre
W,WM,WMF,WMF,Leitobjekt in offener Umschließung mit perforierter Röhre,Ablassrohr,Versickerungsrohr,Ablassrohr
W,WM,WMF,WMF,Leitobjekt in offener Umschließung mit perforierter Röhre,Ablassrohr,Versickerungsrohr,Versickerungsrohr
W,WM,WMG,WMG,Leitobjekt in offener Umschließung in einer Kammer,Versickerungskammer,Belüftungsschacht,Versickerungskammer
W,WM,WMG,WMG,Leitobjekt in offener Umschließung in einer Kammer,Versickerungskammer,Belüftungsschacht,Belüftungsschacht
W,WM,WMG,WMG,Leitobjekt in offener Umschließung in einer Kammer,Versickerungskammer,Belüftungsschacht,Leitobjekt in offener Umschließung in einer Kammer
W,WM,WMG,WMG,Leitobjekt in offener Umschließung in einer Kammer,Versickerungskammer,Radonschacht,Versickerungskammer
W,WM,WMG,WMG,Leitobjekt in offener Umschließung in einer Kammer,Versickerungskammer,Radonschacht,Leitobjekt in offener Umschließung in einer Kammer
W,WM,WMG,WMG,Leitobjekt in offener Umschließung in einer Kammer,Versickerungskammer,Radonschacht,Radonschacht
W,WP,,WP,Leitobjekt für Feststofffluss in geschlossener Umschließung,Leitobjekt in geschlossener Umschließung,,Leitobjekt für Feststofffluss in geschlossener Umschließung
W,WP,,WP,Leitobjekt für Feststofffluss in geschlossener Umschließung,Leitobjekt in geschlossener Umschließung,,Leitobjekt in geschlossener Umschließung
W,WP,WPA,WPA,"Leitobjekt in geschlossener Umschließung in runder, starrer Form",Rohr,,"Leitobjekt in geschlossener Umschließung in runder, starrer Form"
W,WP,WPA,WPA,"Leitobjekt in geschlossener Umschließung in runder, starrer Form",Rohr,,Rohr
W,WP,WPB,WPB,"Leitobjekt in geschlossener Umschließung in nicht runder, starrer Form",Kanal,Schlot,Schlot
W,WP,WPB,WPB,"Leitobjekt in geschlossener Umschließung in nicht runder, starrer Form",Kanal,Schlot,"Leitobjekt in geschlossener Umschließung in nicht runder, starrer Form"
W,WP,WPB,WPB,"Leitobjekt in geschlossener Umschließung in nicht runder, starrer Form",Kanal,Schlot,Kanal
W,WP,WPC,WPC,Leitobjekt in geschlossener Umschließung in flexibler Form,Schlauch,,Leitobjekt in geschlossener Umschließung in flexibler Form
W,WP,WPC,WPC,Leitobjekt in geschlossener Umschließung in flexibler Form,Schlauch,,Schlauch
W,WQ,,WQ,Leitobjekt für mechanische Energie,Objekt zum Leiten von mechanischer Energie,,Objekt zum Leiten von mechanischer Energie
W,WQ,,WQ,Leitobjekt für mechanische Energie,Objekt zum Leiten von mechanischer Energie,,Leitobjekt für mechanische Energie
W,WQ,WQA,WQA,Objekt zum Leiten von mechanischer Energie mit Rad,Antriebsachse,Achse,Objekt zum Leiten von mechanischer Energie mit Rad
W,WQ,WQA,WQA,Objekt zum Leiten von mechanischer Energie mit Rad,Antriebsachse,Achse,Antriebsachse
W,WQ,WQA,WQA,Objekt zum Leiten von mechanischer Energie mit Rad,Antriebsachse,Achse,Achse
W,WQ,WQB,WQB,Objekt zum Leiten von mechanischer Energie mit Riemen,Antriebsriemen,V-Riemen,Objekt zum Leiten von mechanischer Energie mit Riemen
W,WQ,WQB,WQB,Objekt zum Leiten von mechanischer Energie mit Riemen,Antriebsriemen,bewegliche Leitung,bewegliche Leitung
W,WQ,WQB,WQB,Objekt zum Leiten von mechanischer Energie mit Riemen,Antriebsriemen,V-Riemen,V-Riemen
W,WQ,WQB,WQB,Objekt zum Leiten von mechanischer Energie mit Riemen,Antriebsriemen,bewegliche Leitung,Objekt zum Leiten von mechanischer Energie mit Riemen
W,WQ,WQB,WQB,Objekt zum Leiten von mechanischer Energie mit Riemen,Antriebsriemen,bewegliche Leitung,Antriebsriemen
W,WQ,WQB,WQB,Objekt zum Leiten von mechanischer Energie mit Riemen,Antriebsriemen,V-Riemen,Antriebsriemen
W,WQ,WQC,WQC,Objekt zum Leiten von mechanischer Energie mit Kette,Antriebskette,Kette,Kette
W,WQ,WQC,WQC,Objekt zum Leiten von mechanischer Energie mit Kette,Antriebskette,Kette,Objekt zum Leiten von mechanischer Energie mit Kette
W,WQ,WQC,WQC,Objekt zum Leiten von mechanischer Energie mit Kette,Antriebskette,Kette,Antriebskette
W,WQ,WQD,WQD,Objekt zum Leiten von mechanischer Energie mit Gestänge,Antriebsgestänge,,Objekt zum Leiten von mechanischer Energie mit Gestänge
W,WQ,WQD,WQD,Objekt zum Leiten von mechanischer Energie mit Gestänge,Antriebsgestänge,,Antriebsgestänge
W,WQ,WQE,WQE,Objekt zum Leiten von mechanischer Energie mit Rad,Rad,Getrieberad,Objekt zum Leiten von mechanischer Energie mit Rad
W,WQ,WQE,WQE,Objekt zum Leiten von mechanischer Energie mit Rad,Rad,Getrieberad,Rad
W,WQ,WQE,WQE,Objekt zum Leiten von mechanischer Energie mit Rad,Rad,Getrieberad,Getrieberad
W,WQ,WQE,WQE,Objekt zum Leiten von mechanischer Energie mit Rad,Rad,Zahnrad,Objekt zum Leiten von mechanischer Energie mit Rad
W,WQ,WQE,WQE,Objekt zum Leiten von mechanischer Energie mit Rad,Rad,Zahnrad,Rad
W,WQ,WQE,WQE,Objekt zum Leiten von mechanischer Energie mit Rad,Rad,Zahnrad,Zahnrad
W,WQ,WQF,WQF,Objekt zum Leiten von mechanischer Energie mit Zahnstange,Zahnstange,,Zahnstange
W,WQ,WQF,WQF,Objekt zum Leiten von mechanischer Energie mit Zahnstange,Zahnstange,,Objekt zum Leiten von mechanischer Energie mit Zahnstange
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Hydraulikrohr,Hydraulikrohr
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Pneumatikrohr,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Pneumatikrohr,Hydraulikschlauch
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Pneumatikrohr,Pneumatikrohr
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Pneumatikschlauch,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Pneumatikschlauch,Hydraulikschlauch
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Pneumatikschlauch,Pneumatikschlauch
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Hydraulikrohr,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung
W,WQ,WQG,WQG,Objekt zum Leiten von mechanischer Energie mit Flüssigkeitsverbindung,Hydraulikschlauch,Hydraulikrohr,Hydraulikschlauch
W,WR,,WR,Leitobjekt für gleisgebundene Objekte,Gleisobjekt,,Gleisobjekt
W,WR,,WR,Leitobjekt für gleisgebundene Objekte,Gleisobjekt,,Leitobjekt für gleisgebundene Objekte
W,WR,WRA,WRA,Gleisobjekt zur Erzeugung eines direkten Pfads,Schiene,Gleisbahn,Gleisobjekt zur Erzeugung eines direkten Pfads
W,WR,WRA,WRA,Gleisobjekt zur Erzeugung eines direkten Pfads,Schiene,Gleisbahn,Schiene
W,WR,WRA,WRA,Gleisobjekt zur Erzeugung eines direkten Pfads,Schiene,Gleisbahn,Gleisbahn
W,WR,WRB,WRB,Gleisobjekt zur Erzeugung einer Kreuzung,Gleisübergang,,Gleisobjekt zur Erzeugung einer Kreuzung
W,WR,WRB,WRB,Gleisobjekt zur Erzeugung einer Kreuzung,Gleisübergang,,Gleisübergang
W,WV,,WV,Leitobjekt für Wärmeenergie,Objekt zum Leiten von Wärmeenergie,,Leitobjekt für Wärmeenergie
W,WV,,WV,Leitobjekt für Wärmeenergie,Objekt zum Leiten von Wärmeenergie,,Objekt zum Leiten von Wärmeenergie
W,WV,WVA,WVA,Objekt zum Leiten von Wärmeenergie mit fester Masse,Wärmeleiter,Wärmesenke,Wärmeleiter
W,WV,WVA,WVA,Objekt zum Leiten von Wärmeenergie mit fester Masse,Wärmeleiter,Wärmesenke,Wärmesenke
W,WV,WVA,WVA,Objekt zum Leiten von Wärmeenergie mit fester Masse,Wärmeleiter,Wärmesenke,Objekt zum Leiten von Wärmeenergie mit fester Masse
W,WV,WVB,WVB,Objekt zum Leiten von Wärmeenergie mit statischer flüssiger Masse,Wärmepaste,,Objekt zum Leiten von Wärmeenergie mit statischer flüssiger Masse
W,WV,WVB,WVB,Objekt zum Leiten von Wärmeenergie mit statischer flüssiger Masse,Wärmepaste,,Wärmepaste
W,WZ,,WZ,Leitobjekt mit mehreren Flussarten,Mehrfachfluss-Leitobjekt,,Leitobjekt mit mehreren Flussarten
W,WZ,,WZ,Leitobjekt mit mehreren Flussarten,Mehrfachfluss-Leitobjekt,,Mehrfachfluss-Leitobjekt
W,WZ,WZA,WZA,"Mehrfachfluss-Leitobjekt für elektrische Energie, mechanische Energie, elektrische Signale, optische Signale und/oder Flüssigkeiten",Versorgungsleitungskabel,,"Mehrfachfluss-Leitobjekt für elektrische Energie, mechanische Energie, elektrische Signale, optische Signale und/oder Flüssigkeiten"
W,WZ,WZA,WZA,"Mehrfachfluss-Leitobjekt für elektrische Energie, mechanische Energie, elektrische Signale, optische Signale und/oder Flüssigkeiten",Versorgungsleitungskabel,,Versorgungsleitungskabel
X,,,X,Objekt zur Bereitstellung einer Schnittstelle zu einem anderen Objekt,Schnittstellenobjekt,,Objekt zur Bereitstellung einer Schnittstelle zu einem anderen Objekt
X,,,X,Objekt zur Bereitstellung einer Schnittstelle zu einem anderen Objekt,Schnittstellenobjekt,,Schnittstellenobjekt
X,XB,,XB,Schnittstellenobjekt für Hochspannungsstrom,Hochspannungs-Verbindungsobjekt,,Schnittstellenobjekt für Hochspannungsstrom
X,XB,,XB,Schnittstellenobjekt für Hochspannungsstrom,Hochspannungs-Verbindungsobjekt,,Hochspannungs-Verbindungsobjekt
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Klemme,Klemme
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Kabelkopf,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Klemme,Hochspannungsanschlusspunkt
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Kabelkopf,Kabelkopf
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Kabelkopf,Hochspannungsanschlusspunkt
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Klemme,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Hochspannungskabelverbindung,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Anschlussverteiler,Hochspannungsanschlusspunkt
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Hochspannungskabelverbindung,Hochspannungsanschlusspunkt
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Anschlussverteiler,Anschlussverteiler
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Anschlussverteiler,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung
X,XB,XBA,XBA,Hochspannungs-Verbindungsobjekt für eine einzelne Verbindung,Hochspannungsanschlusspunkt,Hochspannungskabelverbindung,Hochspannungskabelverbindung
